,left_WHOLE_NAME,left_UID,similarity,right_requestID,right_wholeName,boost_similarity
1383, KOREA MINING DEVELOPMENT TRADING CORPORATION,134742,0.8728099,WW1234624, KOREA MINING DEVELOPMENT TRADING COMPANY,0.8728099
1384, KOREA MINING DEVELOPMENT TRADING CORPORATION,2522146,0.8728099,WW1234624, KOREA MINING DEVELOPMENT TRADING COMPANY,0.8728099
1385, KOREA MINING DEVELOPMENT TRADING CORPORATION,2522147,0.8728099,WW1234624, KOREA MINING DEVELOPMENT TRADING COMPANY,0.8728099
1386, KOREA MINING DEVELOPMENT TRADING CORPORATION,2522148,0.8728099,WW1234624, KOREA MINING DEVELOPMENT TRADING COMPANY,0.8728099
26,Sadi Tuma Abbas AL-JABBURI,7,0.5446128,AA012347,Sabi Tuna Abbas AL-JABBKRI,0.7200514
70,Thein SOE,13223,0.526075,CC072984,Theim SOE,0.70151365
74,Mohamed Makawi Ibrahim MOHAMED,1311163,0.5386064,DD903844,Abdul Kader Ibrahim MOHAMED,0.714045
85,Abdullahi Osman MOHAMED,6152003,0.34015337,DD903844,Abdul Kader Ibrahim MOHAMED,0.69103056
201,Gideon GONO,55951,0.39773414,EE123459,Gidone GONO,0.74861133
204,Gideon GONO,55951,0.296032,EE123460,Gideno GOON,0.6469092
210,Mohammad GHOLAMI,6041516,0.4528214,HH1234571,Mohammad GHANNADI MARAGHEH,0.62826
233,Mohammad GHOLAMI,6041516,0.42687765,HH1234572,Mohammad GHANNADI MAARGHEH,0.60231626
249,Mohammad GHOLAMI,6041516,0.44039777,HH1234573,Mohammad GHANNADI MARAGEHH,0.6158364
471,Andrei Nikolayevich BUNAKOV,1834238,0.4569227,JJ1234583,Andrei Nikolaevich RODKIN,0.6323613
497,Andrei Nikolayevich BUNAKOV,1834238,0.4688031,JJ1234584,Andrei Nikolaevich RODKI,0.6442417
550,Andrei Nikolayevich BUNAKOV,1834238,0.49109948,JJ1234586,Andrei Nikolaevich RODN,0.66653806
587,Mohamad Iqbal ABDURRAHMAN,98006,0.5635524,KK1234588,Muhammad IQBAL,0.73899096
588,Muhammad AL-MUHAMMAD,3398457,0.507542,KK1234588,Muhammad IQBAL,0.6829806
589,Zafar IQBAL,1591914,0.47079515,KK1234588,Muhammad IQBAL,0.64623374
590,Muhammad ALI,3397819,0.4632225,KK1234588,Muhammad IQBAL,0.6386611
591,Muhammad ALI,3397820,0.4632225,KK1234588,Muhammad IQBAL,0.6386611
691,Muhammad IQBAL,2404241,0.5820112,KK1234589,Muhammad IQAL,0.7574498
692,Muhammad AL-MUHAMMAD,3398457,0.5456655,KK1234589,Muhammad IQAL,0.7211041
693,Muhammad ALI,3397820,0.49801698,KK1234589,Muhammad IQAL,0.6734556
694,Muhammad ALI,3397819,0.49801698,KK1234589,Muhammad IQAL,0.6734556
822,Zafar IQBAL,1591914,0.48283112,KK1234590,Muhamad IQBAL,0.6582697
968,Ali ATWA,41247,0.54207027,PP1234608,Al=i ATWA,0.89294744
